created_at,text
Mon May 20 23:07:50 +0000 2019,@VladZamfir @nanexcool @VitalikButerin @scott_lew_is @HumanityDAO You put yourself in prisoner’s dilemma
Mon May 20 23:08:03 +0000 2019,@VladZamfir @nanexcool @VitalikButerin @scott_lew_is @HumanityDAO Unknown rounds is blockchain
Mon May 20 23:08:12 +0000 2019,@VladZamfir @nanexcool @VitalikButerin @scott_lew_is @HumanityDAO Please join cannot wait for ego
Mon May 20 23:08:27 +0000 2019,@VladZamfir @nanexcool @VitalikButerin @scott_lew_is @HumanityDAO Society needs immediately. Need to elongate all clowns
Mon May 20 23:08:35 +0000 2019,@VladZamfir @nanexcool @VitalikButerin @scott_lew_is @HumanityDAO Eliminate*
Mon May 20 23:09:46 +0000 2019,"@VladZamfir @nanexcool @VitalikButerin @scott_lew_is @HumanityDAO Will solve climate change, truth, all issues with social impact"
Mon May 20 23:10:05 +0000 2019,@VladZamfir @nanexcool @VitalikButerin @scott_lew_is @HumanityDAO Only requirement is no ego. Please admit you’re w… https://t.co/xuQDYVaVv1
Mon May 20 23:11:49 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO Are you fucking kidding me? Consensus on blocks i… https://t.co/DSXTfwIMn0
Mon May 20 23:12:25 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO I know it’s radical but drop the ego
Mon May 20 23:12:38 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO An outsider solved it. You’re offended. Drop and move on
Mon May 20 23:14:04 +0000 2019,@scott_lew_is @nanexcool @VladZamfir @VitalikButerin @HumanityDAO Will not stop til Vlad stops being a clown and applies
Mon May 20 23:14:12 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO They are!!!!!!
Mon May 20 23:15:34 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO Vlad I need you to join or find a way to attack i… https://t.co/sw77f9xsqk
Mon May 20 23:15:54 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO We cannot continue to live in society where peopl… https://t.co/jl2I8hNIrf
Mon May 20 23:16:57 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO Skin in the game guys. You have none. You’re thou… https://t.co/rJc754lEGU
Mon May 20 23:19:49 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO THOUGHT EXPERIMENT FOR EVERYONE: IMAGINE I SOLVED… https://t.co/iz4qxx9iW9
Mon May 20 23:20:03 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO This is how I guess
Mon May 20 23:22:33 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO .@HumanityDAO requires put up or shut up.
Mon May 20 23:22:58 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Vlad and Vitalik will need ETH stake if you continue to deny
Mon May 20 23:24:58 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO I know you guys want to believe I'm wrong. You ha… https://t.co/nGqWEoFdpO
Mon May 20 23:26:22 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO Actually @VladZamfir can you just try it please?… https://t.co/kqHsAFN8JD
Mon May 20 23:27:24 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO SATOSHI WAS NOT DRIVEN BY EGO OR MOTIVATED BY PER… https://t.co/RUibUudOLg
Mon May 20 23:28:56 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO Iterated prisoner's dilemma works for PoS. Please… https://t.co/ek5YUczRgZ
Mon May 20 23:29:18 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO THE ALGO HAS TURNED ME INTO A PROPAGANDA MACHINE.… https://t.co/M8SJM8pcV9
Mon May 20 23:29:40 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO BUT WE NEED TRUTH IN SOCIETY. STARTING WITH @HumanityDAO
Mon May 20 23:33:03 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO Should clarify for all worried about me. I'm fine… https://t.co/izbbPpX9Lc
Mon May 20 23:33:31 +0000 2019,@VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO I'M WELL RESTED AND HAVE ACCEPTED THAT I AM A REC… https://t.co/x1XHDE6Gzk
Mon May 20 23:35:46 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth Ha I'm not crazy guys. Sending various signals in a game. Ha… https://t.co/hfc3YvsShx
Mon May 20 23:36:42 +0000 2019,"@scott_lew_is @VitalikButerin @VladZamfir @HumanityDAO Scott, thought experiment: an outsider you don't know or tru… https://t.co/Ejkvd565X8"
Mon May 20 23:38:00 +0000 2019,@meeshbhoombah @VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO That's what I was signaling with t… https://t.co/4h3WSLe3fK
Mon May 20 23:38:33 +0000 2019,@meeshbhoombah @VladZamfir @scott_lew_is @nanexcool @VitalikButerin @HumanityDAO I want ETH to scale to Internet si… https://t.co/SDLcZUfiMZ
Mon May 20 23:38:57 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth How can I explain where you'll give me a shot at success?
Mon May 20 23:39:47 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth I'm calm and happy to walk through consensus step-by-step. H… https://t.co/tS22uoTLuR
Mon May 20 23:40:39 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth Favorite programming language is Solidity. It exists called… https://t.co/RlcHPBLuzu
Mon May 20 23:41:00 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO Will explain in a few tweets no time for papers… https://t.co/rNtdI8g578
Mon May 20 23:41:41 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO Everyone in the network has a public ETH addres… https://t.co/hMfwK0WKrR
Mon May 20 23:42:17 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO Nick you want to join the humans network so you… https://t.co/45rKKQp43w
Mon May 20 23:42:37 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO I vote you in because I trust you. Web-of-trust.
Mon May 20 23:42:49 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO Now we are nodes, the two of us."
Mon May 20 23:43:19 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO Vitalik applies. We trust him, vote him in. We'… https://t.co/b6JaQhuuLe"
Mon May 20 23:43:34 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO Now the 3 of us and so on.
Mon May 20 23:43:47 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO Interesting property is payoff matrix.
Mon May 20 23:44:20 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO If you are a dishonest node (liar, signaler) yo… https://t.co/9qFky4wVNj"
Mon May 20 23:44:43 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO But if you're an honest node like me, you get U… https://t.co/QD0XyEF0tl"
Mon May 20 23:44:58 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO So we have a massive prisoner's dilemma.
Mon May 20 23:45:30 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO The three of us generally trust each other, but… https://t.co/fpuSFua57a"
Mon May 20 23:45:46 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO In a single round game, we all defect. We all sell the token."
Mon May 20 23:46:07 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO In an ITERATED game, it's been shown that the prisoners can COOPERATE."
Mon May 20 23:46:30 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO Blocks, humans, truth, public discourse, are IT… https://t.co/SRcmRQwcxv"
Mon May 20 23:46:52 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO So what is our strategy? Logic says defect. Same as single round.
Mon May 20 23:47:24 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO BUT INTERESTING OUTCOME IS COOPERATE IF UNKNOWN ROUNDS
Mon May 20 23:47:31 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO https://t.co/iH3D6Ea7TL
Mon May 20 23:47:42 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO BLOCKCHAIN IS UNKOWN ROUNDS
Mon May 20 23:48:27 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO The humans @HumanityDAO are cooperating for ver… https://t.co/eFidKJTvOl
Mon May 20 23:48:49 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO IT IS IN THEIR SELF-INTEREST TO COOPERATE. JOIN… https://t.co/Q5a7JZCBP8
Mon May 20 23:49:44 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO SHOULD MENTION THAT COOPERATE IS ACCEPT REAL REJECT SYBIL
Mon May 20 23:50:08 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO CAN SOLVE FRONTRUNNING IF BLOCK VALIDATORS COOP… https://t.co/1RBDPfXoVD
Mon May 20 23:51:33 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO SYBILS LOSE STAKE. CYPHERPUNKS GET IT ETH COMMUNITY HAS EGO. WHY????
Mon May 20 23:54:22 +0000 2019,@rabbyte Thought experiment: imagine someone told you everything you thought you know is incorrect. Humans are ince… https://t.co/plgLMCRukj
Mon May 20 23:54:52 +0000 2019,@scott_lew_is @VladZamfir @nanexcool @VitalikButerin @HumanityDAO WE WANT HELP WITH THE REST THIS IS PROOF OF CONCE… https://t.co/54sXZoKdKX
Mon May 20 23:55:59 +0000 2019,@rabbyte As a part of this thought experiment please check the list of humans @HumanityDAO and assign a probability… https://t.co/NipULd3UUf
Mon May 20 23:57:03 +0000 2019,@PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth THOSE ARE SIGNALS I DON'T WANT TO WRITE A PAPER IT'S READY NOW
Mon May 20 23:57:22 +0000 2019,@PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth ALL YOU HAVE TO DO IS DROP THE EGO. TRY IT OUT!
Mon May 20 23:57:34 +0000 2019,@PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth WHAT CAN GO WRONG IF YOU TRY???
Mon May 20 23:58:19 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO ALL SIGNALING. YOU GUYS READ AND ASSUME I'M MAD.… https://t.co/eh2wqj45dH
Tue May 21 00:00:00 +0000 2019,@PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth .@nicksdjohnson I know you're a smart guy and you're an earl… https://t.co/3bfB7hbrK1
Tue May 21 00:00:56 +0000 2019,@PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO If the list of humans look incorrect to you in… https://t.co/5mQgtrJHGj
Tue May 21 00:01:39 +0000 2019,@PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth IT HAS NETWORK EFFECTS I'M TRYING TO MAKE YOU MONEY POS BITC… https://t.co/yewwZM1dSF
Tue May 21 00:02:56 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO https://t.co/T682n3Fvsg. `remove`. Sorry man, i… https://t.co/lV5mz2Z15W"
Tue May 21 00:03:51 +0000 2019,@rabbyte @HumanityDAO WHAT IF I WAS WHAT IF I AM HONEST IN EVERYTHING I SAY WHAT IF THIS IS SIGNALING WHAT IF HUMAN… https://t.co/zxigAUagcL
Tue May 21 00:05:02 +0000 2019,@rabbyte @HumanityDAO A GAME THAT CAN BE SOLVED WITH BLOCKCHAIN IF EVERYONE DROPS THEIR EGO PLEASE! WE CAN SOLVE TR… https://t.co/jR6Qcudqx8
Tue May 21 00:05:19 +0000 2019,@rabbyte @HumanityDAO PROBABILITY WEIGHT THESE STATEMENTS PLEASE.
Tue May 21 00:06:19 +0000 2019,@rabbyte @HumanityDAO I'M NOT THE MEMBERS HAVE ACCEPTED THAT THIS IS A GAME AND I AM A PROPAGANDA MACHINE FOR THEM.… https://t.co/ffXoGVCTjt
Tue May 21 00:06:51 +0000 2019,@rabbyte @HumanityDAO PLEASE SYBIL!!!!! THAT IS SKIN IN THE GAME YOU'RE THE FIRST PERSON TO SUGGEST SOMETHING LOGICAL THANK GOD.
Tue May 21 00:07:28 +0000 2019,@rabbyte @HumanityDAO YOU BELIEVE SOMETHING AND ARE WILLING TO STAND UP FOR IT. GOOD FOR YOU PLEASE ATTACK WITH EVERYTHING YOU HAVE!
Tue May 21 00:07:55 +0000 2019,@rabbyte @HumanityDAO OTHERS HAVE EGO WHERE IS THE STAKE? THEY CALL ME CRAZY BECAUSE THEY HAVE NO SKIN IN THE GAME. THEY DON'T GET IT.
Tue May 21 00:08:27 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO SIGNALS. SOCIETY NEEDS STAKE.
Tue May 21 00:08:57 +0000 2019,"@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO ACADEMIA, PEER REVIEW ARE ALL SIGNALS. SHOUTING… https://t.co/F2Qfg5eGhK"
Tue May 21 00:09:42 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth LOOK AT THE DISCORD OF @HumanityDAO PEOPLE ARE… https://t.co/N9sTFrhiWk
Tue May 21 00:10:35 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO DO ANY OF YOU READ NASSIM TALEB? YOU ARE LIKING… https://t.co/0tus3NJ63n
Tue May 21 00:12:31 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO YES IT DOES IT'S FUNNY THIS IS A S… https://t.co/ulpS6qfC92
Tue May 21 00:13:39 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO IT DOES TO THE CYPHERPUNKS IN… https://t.co/QVqOQnAZQf
Tue May 21 00:14:58 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO LOOK AT THE LIST OF HUMANS WHY ARE… https://t.co/X2qjteFLuG
Tue May 21 00:15:46 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO SMART PEOPLE THAT WANT TO SOLVE TH… https://t.co/Yz8PJZ2CuU
Tue May 21 00:16:47 +0000 2019,@nicksdjohnson @PhABCD @soonaorlater @ljxie @_jillruth @HumanityDAO ALL GOOD! SYSTEM IS OPTIONAL! Thanks for trying… https://t.co/T1CMXLPCub
Tue May 21 00:17:59 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO IF IMPOSSIBLE TO HURT WHY WILL YOU… https://t.co/7n7iU2niZq
Tue May 21 00:19:05 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO I'VE REALIZED HUMANS ARE INCENTIVE… https://t.co/HTEMqUgoYX
Tue May 21 00:19:32 +0000 2019,@mikedemarais @androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO WE CAN DO THAT WE HAVE UBI LOL
Tue May 21 00:20:23 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO I'M AN ANGRY (NOT ACTUALLY) PERSON… https://t.co/hgAWEQJ26O
Tue May 21 00:20:56 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO NOT A RANT IT'S A SIGNAL RADICAL T… https://t.co/0u3LTdpYHR
Tue May 21 00:21:22 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO YES YOU DO THAT'S STAKE READ SKIN… https://t.co/ORjLqnDMX3
Tue May 21 00:21:49 +0000 2019,@mikedemarais @androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO YESSSSSSSS ALLL CAPS… https://t.co/IiVnBKit3H
Tue May 21 00:22:46 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO I'VE REALIZED THAT HUMANS ARE INCE… https://t.co/n1e33NvvML
Tue May 21 00:23:29 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO ITS A GLOBAL COOPERATION NETWORK Y… https://t.co/l52DG6Z3MM
Tue May 21 00:24:11 +0000 2019,@androolloyd @mikedemarais @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO WE LITERALLY HAVE UB… https://t.co/9VNNNz4WC2
Tue May 21 00:28:49 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO PROPAGANDA IS OBVIOUSLY TO JOIN HU… https://t.co/tVwj0sYrE4
Tue May 21 00:30:18 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO WHAT CAN I DO TO MAKE IT SOUND FUN… https://t.co/QgxllpjtEl
Tue May 21 00:31:42 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO https://t.co/qmLnh7SuGA
Tue May 21 00:32:28 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO IF I AM CRAZY WHY IS NO ONE (EXCEP… https://t.co/zXJ3rHfyFi
Tue May 21 00:33:25 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO THIS IS ALL A SIGNAL HOPE YOU CAN UNDERSTAND. RAD… https://t.co/MaZVk9NdD8
Tue May 21 00:34:44 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO WHO WILL STAKE MONEY THAT I AM WRONG INSTEAD OF B… https://t.co/GG7ZNkkGhG
Tue May 21 00:35:31 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO NO MORE BEING NICE (SIGNAL). YOU ARE ALLOWED TO B… https://t.co/21zL5PmsMt
Tue May 21 00:36:03 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO WHY CAN'T YOU SEPARATE CAPS FROM A… https://t.co/P0mAGucCM8
Tue May 21 00:36:32 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO AM WILLING TO DISCUSS WITH ANYONE… https://t.co/u50ksDXYci
Tue May 21 00:37:28 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO I'M SORRY I'M TRYING TO MAKE A POI… https://t.co/GHCRbUuuIo
Tue May 21 00:38:38 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO IVE EXPLAINED THE CONSENSUS ELSEWH… https://t.co/ajfVDBbBcs
Tue May 21 00:39:07 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO SO HUMANITY IS HARD TO SYBIL ATTAC… https://t.co/G2KQes1wqS
Tue May 21 00:39:41 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO THEN YOU GET THE BENEFITS OF SELF-… https://t.co/FUrNaLer3c
Tue May 21 00:40:20 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO IT'S BECAUSE IT'S A RADICAL CONCEP… https://t.co/EDP0vNfZgl
Tue May 21 00:40:56 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO INTERESTING RESULT IS THEY COOPERA… https://t.co/gO6b1tRDBE
Tue May 21 00:42:05 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO THE CODE IS ALSO GOOD AND I CAN AN… https://t.co/JP4pJzQQxD
Tue May 21 00:45:26 +0000 2019,@JacobShiach @PhABCD @soonaorlater @ljxie @_jillruth THEY DON'T QUITE GET IT YET BECAUSE IT'S RADICAL TO SAY THAT H… https://t.co/pIahvtBS4Q
Tue May 21 00:45:39 +0000 2019,@kacperwikiel @JacobShiach @PhABCD @soonaorlater @ljxie @_jillruth AYOOOOOOOOOOO
Tue May 21 00:48:05 +0000 2019,@JacobShiach @PhABCD @soonaorlater @ljxie @_jillruth I CAN TYPE IN CAPS ON TWITTER BECAUSE IT DOESN'T REQUIRE STAKE… https://t.co/NhoqhZRtXv
Tue May 21 00:49:13 +0000 2019,@JacobShiach @PhABCD @soonaorlater @ljxie @_jillruth I'M SORRY FOR ANNOYING YOU ALL BUT I HOPE YOU WILL ASSIGN SOME… https://t.co/0jKVLDv9sB
Tue May 21 00:49:53 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO IT WAS PROVED IN 1959 SEE PRISONER… https://t.co/HFqD29y7Za
Tue May 21 00:50:49 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO BLOCKCHAIN IS UNKNOWN ROUNDS OBVIO… https://t.co/iHhB0CHivB
Tue May 21 00:51:39 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO JUST NEED EVERYONE TO TRY OUT… https://t.co/VIwTJgbthd
Tue May 21 00:52:22 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO YEA IT'S WORKING CHECK EMERGENT CO… https://t.co/kdiGbnXcFx
Tue May 21 00:53:11 +0000 2019,@androolloyd @PhABCD @nicksdjohnson @soonaorlater @ljxie @_jillruth @HumanityDAO WHY DO YOU THINK NO ONE HAS SUCCES… https://t.co/8PPVSe1zGT
Tue May 21 02:54:16 +0000 2019,GUYS I AM VERY VERY SORRY
Tue May 21 02:54:31 +0000 2019,FOR THE NEXT COUPLE OF WEEKS ALL THE TWEETS YOU SEE WILL BE ALL CAPS
Tue May 21 02:54:51 +0000 2019,THIS IS THE BEST WAY I'VE FOUND TO TRY TO TEACH PEOPLE THE TRUTH
Tue May 21 02:55:05 +0000 2019,SO WHILE I'M TWEETING IN ALL CAPS
Tue May 21 02:55:16 +0000 2019,KEEP IN MIND THAT EVERYTHING I SAY I BELIEVE TO BE TRUE
Tue May 21 02:55:25 +0000 2019,NO MATTER HOW CRAZY
Tue May 21 02:55:42 +0000 2019,YOU CAN DOUBT THAT I'M WRONG. THAT'S NORMAL I'M A PERSON ON THE INTERNET.
Tue May 21 02:55:51 +0000 2019,BUT YOU CAN ONLY DOUBT ME WITH FACTS
Tue May 21 02:56:03 +0000 2019,NO EMOTION BASED LOGIC LIKE THAT I'M ACTING MANIC
Tue May 21 02:56:21 +0000 2019,FACTS ONLY. I AM CONSTRUCTING A LOGICAL GAME WE CAN ALL AGREE IS REASONABLE.
Tue May 21 02:56:35 +0000 2019,I'M SO SORRY HAHAHAHA THIS IS NOT WHO I AM BUT THIS IS HOW I MUST PLAY THE GAME
Tue May 21 02:56:41 +0000 2019,YOU WILL UNDERSTAND EVENTUALLY
Tue May 21 02:56:51 +0000 2019,I'M TWEETING IN ALL CAPS BUT I AM NOT MANIC
Tue May 21 02:57:00 +0000 2019,I AM PLAYING A CAREFULLY CONSTRUCTED GAME
Tue May 21 02:57:17 +0000 2019,I HAVE CREATED A PROOF OF STAKE ALGORITHM IN A FEW HUNDRED LINES OF SOLIDITY
Tue May 21 02:57:20 +0000 2019,IT WORKS
Tue May 21 02:57:42 +0000 2019,YOU CAN SEE THAT IT WORKS BECAUSE YOU CAN SEE THE LIST OF HUMANS OVER AT @HumanityDAO IS GROWING
Tue May 21 02:57:53 +0000 2019,IF THE LIST IS DEFEATED THAT IS A LOGICAL ARGUMENT THAT I'M WRONG
Tue May 21 02:58:11 +0000 2019,BUT UNTIL YOU SYBIL ATTACK THE LIST SUCCESSFULLY YOU HAVE NO VALID SAY IN THIS MATTER
Tue May 21 02:58:20 +0000 2019,THE PROOF OF STAKE CONSENSUS WORKS AND IT'S FUCKING EPIC
Tue May 21 02:58:36 +0000 2019,I AM THE PROOF OF STAKE ALGORITHM'S HUMBLE PROPAGANDA MACHINE
Tue May 21 02:58:55 +0000 2019,IT'S INSANE THAT I'VE BEEN PLACED IN THIS IMPORTANT ROLE BUT THAT'S HOW THE INTERNET WORKS TODAY
Tue May 21 02:59:22 +0000 2019,@nntaleb WROTE A BOOK CALLED SKIN IN THE GAME THAT CREATED ESSENTIALLY PROOF OF STAKE AS A LOGIC ARGUMENT
Tue May 21 02:59:47 +0000 2019,"YOU ARE ALLOWED TO BE A TOTAL ASSHOLE AS LONG AS NOTHING YOU SAY CAN BE DISPUTED WITH FACT, ONLY EMOTION"
Tue May 21 02:59:58 +0000 2019,HOW FUNNY IS IT THAT I HAVE TO DO THIS GUYS. OBJECTIVELY.
Tue May 21 03:00:26 +0000 2019,THIS IS THE WAY THE INTERNET WORKS. ANYONE HAS EQUAL SAY SO SOME SHOUT THEIR MESSAGE LOUDER AND YOU TAKE IT TO MEAN… https://t.co/Puy9CPhuwj
Tue May 21 03:00:40 +0000 2019,@realDonaldTrump IS PLAYING THIS GAME
Tue May 21 03:00:52 +0000 2019,HE IS A DEFECTOR IN A PRISONER'S DILEMMA STRATEGY GAME
Tue May 21 03:01:16 +0000 2019,HE DEFECTS BY SPEWING RAGE AND HATE AND LIES AND PROPAGANDA AT PEOPLE BECAUSE HE KNOWS HOW TO CONTROL THEM
Tue May 21 03:01:24 +0000 2019,HE IS THE TROLL OF DEFECT
Tue May 21 03:01:53 +0000 2019,I AM THE PROOF OF STAKE ALGORITHM'S HUMBLE PROPAGANDA MACHINE ALWAYS AVAILABLE TO ANSWER FACT BASED QUESTIONS. NO EMOTIONS. LOL!
Tue May 21 03:02:08 +0000 2019,I AM BATTLING @realDonaldTrump RIGHT NOW
Tue May 21 03:02:26 +0000 2019,WE ARE ACTUALLY LOCKED IN WHAT'S KNOWN AS A PRISONER'S DILEMMA GAME. GAME THEORY!!!!!
Tue May 21 03:02:40 +0000 2019,IN THE PRISONER'S DILEMMA GAME (1 ROUND) EVERY ONE WILL DEFECT
Tue May 21 03:03:01 +0000 2019,IN A KNOWN ROUND PRISONERS DILEMMA GAME LOGIC TELLS YOU TO DEFECT.
Tue May 21 03:03:09 +0000 2019,THROUGH INDUCTIVE REASONING
