created_at,text
Sun May 19 10:48:36 +0000 2019,@PhABCD @VitalikButerin @VladZamfir @HumanityDAO See unexpected result that prisoner’s cooperate with unknown round… https://t.co/ERNqgie6Zp
Sun May 19 10:50:52 +0000 2019,@PhABCD @VitalikButerin @VladZamfir @HumanityDAO So for clarity in @HumanityDAO humans own all the tokens right now… https://t.co/QpRpNhwjjd
Sun May 19 10:51:28 +0000 2019,"@PhABCD @VitalikButerin @VladZamfir @HumanityDAO Which means if it’s a Sybil reject, someone who wants self soverei… https://t.co/D4UL0dG7ew"
Sun May 19 10:51:59 +0000 2019,@PhABCD @VitalikButerin @VladZamfir @HumanityDAO There’s 1000 followers like 800 are cypherpunks. They get it
Sun May 19 10:56:07 +0000 2019,@PhABCD @VitalikButerin @VladZamfir @HumanityDAO Because we coded it wrong it’s actually easier to defect by sellin… https://t.co/rBjbFoVOfr
Sun May 19 10:58:43 +0000 2019,@kacperwikiel @PhABCD @VitalikButerin @VladZamfir @HumanityDAO Good idea! New rule ☝️. Better game.
Sun May 19 11:05:22 +0000 2019,@kacperwikiel @PhABCD @VitalikButerin @VladZamfir @HumanityDAO Also would be stronger if only humans vote so you ca… https://t.co/TPtYucoXkH
Sun May 19 11:08:54 +0000 2019,@kacperwikiel @PhABCD @VitalikButerin @VladZamfir @HumanityDAO Let’s just make it to 10K. I want the troll trap (Un… https://t.co/tcwZjBgHOv
Sun May 19 11:17:50 +0000 2019,@PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir @VladZamfir tweeted asking if anyone knew about if a hostile… https://t.co/OAU9dyApI5
Sun May 19 11:18:47 +0000 2019,@PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir It solves PoS because everyone is a computer scientist thinki… https://t.co/cPDtls9sNL
Sun May 19 11:19:26 +0000 2019,@PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir I’m not so I realized you can just make it so that every node… https://t.co/uiz2aEOfAC
Sun May 19 11:20:02 +0000 2019,@PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir Invite your enemies to a perfectly competitive environment an… https://t.co/RAgLSGKOZ3
Sun May 19 11:22:11 +0000 2019,@PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir You need to put yourself in the jail cell. All the confirmed… https://t.co/GY0F3TVhkq
Sun May 19 11:23:02 +0000 2019,@PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir Defect here you get immediate payoff by making a few dollars… https://t.co/ZcRkKAaPEy
Sun May 19 11:58:17 +0000 2019,@JacobShiach @PhABCD @VitalikButerin @VladZamfir .@VladZamfir tweeting about how to protect hostile takeover
Sun May 19 11:58:30 +0000 2019,@JacobShiach @PhABCD @VitalikButerin @VladZamfir See my pinned tweet for suggested action
Sun May 19 12:12:00 +0000 2019,@JacobShiach @PhABCD @VitalikButerin @VladZamfir .@HumanityDAO is PoS and DAO. These teams have made zero progress on either in years.
Sun May 19 12:12:34 +0000 2019,@JacobShiach @PhABCD @VitalikButerin @VladZamfir @HumanityDAO Ethereum Foundation and Aragon. ETH 2.0 plans should… https://t.co/z47SptOUhy
Sun May 19 12:18:28 +0000 2019,Okay for everyone confused about my ramblings:
Sun May 19 12:18:39 +0000 2019,I believe @HumanityDAO solves proof of stake. This is a problem that has been worked on for years with no progress… https://t.co/9AdhhfZ8Qa
Sun May 19 12:18:40 +0000 2019,"Considering we solved it in 6 weeks, I believe funds have been misallocated."
Sun May 19 12:18:40 +0000 2019,I would like @VitalikButerin and @VladZamfir to publicly address whether they think this is a valid proof of stake algorithm
Sun May 19 12:18:41 +0000 2019,I’d like @VitalikButerin to apologize for throwing me under the bus in ethtrader
Sun May 19 12:18:41 +0000 2019,I’d like @VladZamfir to explain his tweet about hostile takeover
Sun May 19 12:53:32 +0000 2019,I hope those asks are reasonable
Sun May 19 12:57:42 +0000 2019,@jadler0 @_prestwich In a few hundred lines of Solidity I should’ve added. It’s an elegant solution.
Sun May 19 12:58:55 +0000 2019,@_prestwich And yet @HumanityDAO has 217 humans and growing. See iterated prisoner’s dilemma with unknown rounds for the answer
Sun May 19 13:10:09 +0000 2019,@_prestwich @badcryptobitch James let me see if I can explain it to you. Everyone doxes themselves by publicly announcing their ETH address
Sun May 19 13:10:22 +0000 2019,@_prestwich @badcryptobitch They agree to become the prisoners
Sun May 19 13:10:47 +0000 2019,@_prestwich @badcryptobitch In an unknown round game (blockchain) the equilibrium is cooperation
Sun May 19 13:11:03 +0000 2019,@_prestwich @badcryptobitch Look at @HumanityDAO all the humans are cooperating!
Sun May 19 13:12:02 +0000 2019,@_prestwich @badcryptobitch Sybil resistance is solved through web of trust on Twitter. Actually not that hard when you think about it
Sun May 19 13:12:16 +0000 2019,@_prestwich @badcryptobitch So PoW is not needed
Sun May 19 13:14:01 +0000 2019,@_prestwich @badcryptobitch Make sense?
Sun May 19 13:24:17 +0000 2019,@PhABCD @JacobShiach @VitalikButerin @VladZamfir @HumanityDAO It is
Sun May 19 13:35:31 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir Yea I’m not actually mad but would like to get… https://t.co/BE0YEXPmrO
Sun May 19 13:35:58 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir Trying to make a point about Internet outrage… https://t.co/SvijHXO5Ln
Sun May 19 13:36:33 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir PoS would potentially help fix so want to get… https://t.co/U0vgbJvlh5
Sun May 19 13:40:07 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir Trying to explain it in a fun way to make a po… https://t.co/pf6DjCwb8y
Sun May 19 13:41:55 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir cc: @isTruStory
Sun May 19 13:45:07 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir @isTruStory I would hope that if this is valid… https://t.co/r3dB4pmHl3
Sun May 19 13:47:59 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir @isTruStory Also want to know how it can be im… https://t.co/934VAgOaD9
Sun May 19 13:48:57 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir @isTruStory I am a little peeved about being t… https://t.co/R0mVwKHhXx
Sun May 19 13:49:21 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir @isTruStory Want to get smart people thinking… https://t.co/Io45bRM09K
Sun May 19 13:51:11 +0000 2019,@MihailoBjelic @PhABCD @ameensol @HumanityDAO @MolochDAO @VladZamfir @isTruStory Sorry if this made people mad but… https://t.co/YhF6R80VcQ
Sun May 19 13:57:35 +0000 2019,@mr_ligi @ameensol @HumanityDAO Thought I cleared this up but would be happy to explain either
Sun May 19 13:57:49 +0000 2019,@mr_ligi @ameensol @HumanityDAO Consensus algo or controversy in beginning
Sun May 19 13:57:55 +0000 2019,@mr_ligi @ameensol @HumanityDAO Which first?
Sun May 19 13:59:24 +0000 2019,"@mr_ligi @ameensol @HumanityDAO I’ll just do both. So with the people that got booted, yes that was our team. We di… https://t.co/rCOt6Spv91"
Sun May 19 13:59:46 +0000 2019,@mr_ligi @ameensol @HumanityDAO We tried different things. First we tried Turing test.
Sun May 19 14:00:15 +0000 2019,@mr_ligi @ameensol @HumanityDAO But is that really Sybil-proof? We couldn’t tell so ultimately had to boot people we didn’t know
Sun May 19 14:00:45 +0000 2019,@mr_ligi @ameensol @HumanityDAO Then it dawned on us. The Twitter social graph is actually an awesome proxy for Sybil-resistant identity
Sun May 19 14:01:14 +0000 2019,@mr_ligi @ameensol @HumanityDAO So we let in crypto Twitter and people this people know. It’s a web of trust
Sun May 19 14:01:41 +0000 2019,@mr_ligi @ameensol @HumanityDAO My high school friend is also top 200 so I hope that proves I don’t care about Vitalik
Sun May 19 14:01:50 +0000 2019,@mr_ligi @ameensol @HumanityDAO Just non-Sybil
Sun May 19 14:02:39 +0000 2019,"@mr_ligi @ameensol @HumanityDAO For the consensus algorithm, we didn’t know this but there’s actually a property of… https://t.co/HeoYytCpZ6"
Sun May 19 14:03:38 +0000 2019,@mr_ligi @ameensol @HumanityDAO So what’s currently happening in @HumanityDAO is you have a bunch of prisoners who… https://t.co/84vxTFeoyB
Sun May 19 14:04:11 +0000 2019,"@mr_ligi @ameensol @HumanityDAO Because adding humans or blocks would be a game with unknown rounds, they should cooperate!"
Sun May 19 14:04:23 +0000 2019,@mr_ligi @ameensol @HumanityDAO Which is what everyone is doing
Sun May 19 14:05:25 +0000 2019,@mr_ligi @ameensol @HumanityDAO Make sense?
Sun May 19 14:08:07 +0000 2019,@mr_ligi @ameensol @HumanityDAO Looking for feedback but based on the experiment so far I just wanted to bring people’s attention to it.
Sun May 19 14:09:52 +0000 2019,@mr_ligi @ameensol @HumanityDAO But essentially the web of trust is expanding. The cypherpunks in @HumanityDAO get… https://t.co/f4nmG6M0bC
Sun May 19 14:13:15 +0000 2019,@mr_ligi @ameensol @HumanityDAO Also want to encourage you to participate if you’re interested! You didn’t miss the… https://t.co/9biuBCai3R
Sun May 19 14:14:23 +0000 2019,@mr_ligi @ameensol @HumanityDAO Truly sorry if people are offended by how I approached this but I’ve been told I so… https://t.co/olYMP14upj
Sun May 19 14:15:21 +0000 2019,@mr_ligi @ameensol @HumanityDAO And not saying everything’s solved. But I don’t want you to hate the project for a… https://t.co/djsIvMpvGs
Sun May 19 14:17:20 +0000 2019,@mr_ligi @ameensol @HumanityDAO Let’s fix the outrage online. Everyone is constantly outraged. If we can decide on… https://t.co/K926VOuKTj
Sun May 19 14:18:27 +0000 2019,"@mr_ligi @ameensol @HumanityDAO I do think Vitalik and Vlad were being sneaky but not mad, they can participate."
Sun May 19 14:22:12 +0000 2019,@mr_ligi @ameensol @HumanityDAO Yea so to clear that up here’s how it will work. The first 10K will be through web… https://t.co/CEbwETjupH
Sun May 19 14:22:54 +0000 2019,@mr_ligi @ameensol @HumanityDAO Those 10K share in the voting rights of the DAO. It’s another currency and can be u… https://t.co/yLAXUOQAd3
Sun May 19 14:23:53 +0000 2019,@mr_ligi @ameensol @HumanityDAO The general public doesn’t need voting rights in the DAO. They need UBI and suprana… https://t.co/YGUC5yMc7N
Sun May 19 14:24:31 +0000 2019,@mr_ligi @ameensol @HumanityDAO People can participate across borders simply through cryptography. This is truly a… https://t.co/sCe4QJd9NP
Sun May 19 14:25:04 +0000 2019,@mr_ligi @ameensol @HumanityDAO These people can effectively decide how to govern themselves. Decide code of conduc… https://t.co/9OwYp5PoRb
Sun May 19 14:25:46 +0000 2019,@mr_ligi @ameensol @HumanityDAO It’s a global community so we need to teach people how to use crypto. The first 10K… https://t.co/Ji2nYRrYqf
Sun May 19 14:26:28 +0000 2019,@mr_ligi @ameensol @HumanityDAO Self-sovereign identity is a powerful concept and I wouldn’t want it to fail becaus… https://t.co/TRxvvskpEj
Sun May 19 14:27:58 +0000 2019,@mr_ligi @ameensol @HumanityDAO And I think it would solve trolling on the Internet. I know I just trolled but wanted to make a point.
Sun May 19 14:33:56 +0000 2019,@mr_ligi @ameensol @HumanityDAO Every fact can go through a claims process similar to how humans are in the applica… https://t.co/KLUsJ2trTg
Sun May 19 14:34:33 +0000 2019,"@mr_ligi @ameensol @HumanityDAO Then because in iterated prisoner’s dilemma people cooperate, people can finally st… https://t.co/Vt3cuWxWsr"
Sun May 19 14:34:53 +0000 2019,@mr_ligi @ameensol @HumanityDAO Instead of being mad all the time. It’s not a healthy society we live in today.
Sun May 19 14:35:10 +0000 2019,@mr_ligi @ameensol @HumanityDAO We need to work together to build the Internet of Truth
Sun May 19 14:35:33 +0000 2019,"@mr_ligi @ameensol @HumanityDAO Yea my consensus algo is probably terrible because I don’t know what I’m doing, but… https://t.co/GWpFvXvjQm"
Sun May 19 14:35:49 +0000 2019,@mr_ligi @ameensol @HumanityDAO You can get funding to help by applying to the DAO
Sun May 19 14:36:14 +0000 2019,@mr_ligi @ameensol @HumanityDAO We need to solve important problems in society. The best way to do it is through supranational coordination
Sun May 19 14:36:40 +0000 2019,@mr_ligi @ameensol @HumanityDAO Where each node in the network is a unique human who knows how to use basic cryptography
Sun May 19 14:37:00 +0000 2019,@mr_ligi @ameensol @HumanityDAO I hope many of you would agree that it’s an important mission and want to help out
Sun May 19 15:48:29 +0000 2019,@PhABCD @MihailoBjelic @ameensol @HumanityDAO @MolochDAO @VladZamfir @isTruStory Sorry all of this was trolling. No… https://t.co/E37piDuaCC
Sun May 19 15:49:15 +0000 2019,@PhABCD @MihailoBjelic @ameensol @HumanityDAO @MolochDAO @VladZamfir @isTruStory Outrage is the problem. PoS is the solution
Sun May 19 15:49:28 +0000 2019,@PhABCD @MihailoBjelic @ameensol @HumanityDAO @MolochDAO @VladZamfir @isTruStory Skin in the game if you want to cause outrage
Sun May 19 15:49:44 +0000 2019,@PhABCD @MihailoBjelic @ameensol @HumanityDAO @MolochDAO @VladZamfir @isTruStory It has negative externalities to society
Sun May 19 16:50:50 +0000 2019,"RT @futjrn: Pssst 
We're #airdropping a thousandth of a #gram of #gold (0.001 $AGLD) to the first 1000 #humans in @HumanityDAO using @rstor…"
Sun May 19 17:13:02 +0000 2019,Cypherpunks will always get it first. Good for them.
Sun May 19 17:28:06 +0000 2019,@friedhelmensch @futjrn @HumanityDAO @rstormsf @AnthemGold Twitter should literally be a fat protocol. POTUS pays to tweet.
Sun May 19 22:47:41 +0000 2019,"@iamtexture @JacobShiach @PhABCD @VitalikButerin @VladZamfir @HumanityDAO K, just upset at not being invited mostly"
Sun May 19 22:49:59 +0000 2019,@iamtexture @JacobShiach @PhABCD @VitalikButerin @VladZamfir @HumanityDAO May have interpreted irrationally. If so I apologize
Sun May 19 23:00:56 +0000 2019,@iamtexture @JacobShiach @PhABCD @VitalikButerin @VladZamfir @HumanityDAO Tired of getting doubted for bad behavior… https://t.co/6NYbNd0fe4
Sun May 19 23:08:16 +0000 2019,@iamtexture @JacobShiach @PhABCD @VitalikButerin @VladZamfir @HumanityDAO I’m not
Mon May 20 07:09:24 +0000 2019,Annoyed by ETH but hoping it’s starting to make sense. Let’s cooperate as humans 😉.
Mon May 20 08:00:58 +0000 2019,Seeing reactions to Game of Thrones finale. Need to catch up on last two episodes but clearly political commentary.
Mon May 20 08:00:58 +0000 2019,We're low key in anarchy right now and moving to aristocracy (technocracy actually). @ATabarrok you're top 100 huma… https://t.co/mGuYOdSsaX
Mon May 20 08:00:58 +0000 2019,Writers of Game of Thrones and George R.R. Martin can join as philosopher kings if they want. Great writing (not th… https://t.co/IN8XEdEuKS
Mon May 20 08:00:58 +0000 2019,The world is no place for Mad Kings @realDonaldTrump
Mon May 20 08:01:56 +0000 2019,"For color, see Plato's Five Regimes: https://t.co/upPydp5MWA"
Mon May 20 08:09:36 +0000 2019,"Okay so to explain how I worked this all out, there are some people like me who I guess are INTJ and can only toler… https://t.co/jJcU22UPE7"
Mon May 20 08:09:37 +0000 2019,We're in a prisoner's dilemma and everything was going okay for a while because we had shared values. Yes there wer… https://t.co/Mz5l7PT6es
Mon May 20 08:09:37 +0000 2019,Some people like @realDonaldTrump and others in the current regime saw this and realized how to rig the system. DEFECT.
Mon May 20 08:09:37 +0000 2019,"For people like me, it's SO CLEAR to see who are cooperators and who are defectors. @jack is a cooperator, Mark Zuc… https://t.co/NUt1qPjjYK"
Mon May 20 08:09:37 +0000 2019,I organized it so that you literally have to be a cooperator philosopher king to participate in the new world gover… https://t.co/Jmok40dUKb
Mon May 20 08:10:07 +0000 2019,.@naval you should join you'd be good.
Mon May 20 08:11:27 +0000 2019,.@ameensol I'm unsure because you blocked me but I would assume cooperator?
Mon May 20 08:13:13 +0000 2019,"For me (INTJ), EVERYTHING IN SOCIETY FEELS LIKE A SCAM."
Mon May 20 08:13:13 +0000 2019,"Credit industry is a scam, news industry is a scam, political regime is a scam. All of these people are seriously assholes."
Mon May 20 08:13:13 +0000 2019,.@rivatez you should join you'd be good.
Mon May 20 08:17:25 +0000 2019,"We need to get 10,000 smart COOPERATORS who will then set the rules for society. People aren't going to understand… https://t.co/Dj8s8gxr2r"
Mon May 20 08:17:25 +0000 2019,"Securities regulators, I'm sorry but most of you are cocky defectors. When I was in a room with you all a month and… https://t.co/k9NCccFJzU"
Mon May 20 08:21:01 +0000 2019,The way to solve prisoner's dilemma is to have unknown rounds. This is what is currently known as blockchain. I cam… https://t.co/GC0rn6qxWY
Mon May 20 08:21:01 +0000 2019,Robert Aumann looks like you solved this first and you're still alive so if you want to participate please do.
Mon May 20 08:22:38 +0000 2019,"If you are also INTJ, all of this makes sense to you, and you want to participate please DM me. We have 10,000 slot… https://t.co/2rrWhD7Ul4"
Mon May 20 08:24:59 +0000 2019,.@angela_walch yes we are fiduciaries but I set it up so that we all play COOPERATE because we're nice
Mon May 20 08:26:23 +0000 2019,"So let's get 10,000 smart COOPERATORS together and figure out how to organize a world government. We need to onboar… https://t.co/TmxU0Lee0b"
Mon May 20 08:28:05 +0000 2019,If you get everything I'm saying please join us!
Mon May 20 09:06:37 +0000 2019,You also don't have to be this personality type. Good to get some differences of opinion in the mix.
Mon May 20 13:07:31 +0000 2019,"@jbrukh Wealth redistribution, constitution for how to treat your fellow humans. Haven't finished reading Sovereign… https://t.co/ryavZOLt42"
Mon May 20 13:08:31 +0000 2019,@jbrukh It's just a mechanism that rewards honesty. So the haters will be the last to join which is fine. No one has to join ever.
Mon May 20 13:13:45 +0000 2019,@jbrukh Yea still looking for terms. Maybe even cooperation network or something.
Mon May 20 13:19:56 +0000 2019,@mwilcox .@HumanityDAO
Mon May 20 13:20:30 +0000 2019,@mwilcox @HumanityDAO Network of unique humans all cooperating and being cool to each other.
Mon May 20 13:21:35 +0000 2019,@mwilcox @HumanityDAO World government is probably the wrong phrasing. More like the internet where unique humans c… https://t.co/uM5fctW2xe
Mon May 20 13:32:07 +0000 2019,@mwilcox @HumanityDAO Yea this solves that. Proof-of-stake.
Mon May 20 13:33:24 +0000 2019,@mwilcox @HumanityDAO https://t.co/6iAqzkGHXi
Mon May 20 13:41:08 +0000 2019,"@mwilcox @HumanityDAO Check the list of humans, no Sybils."
Mon May 20 13:43:05 +0000 2019,@MaciekLaskus @mwilcox @HumanityDAO It does check out iterated prisoner's dilemma with unknown rounds. Identities a… https://t.co/NmYx4Pkmry
Mon May 20 13:43:35 +0000 2019,@MaciekLaskus @mwilcox @HumanityDAO Not privacy preserving yet!
Mon May 20 13:45:33 +0000 2019,@MaciekLaskus @mwilcox @HumanityDAO You basically stake to the humans who are already in the system that you want t… https://t.co/kt2XoZs0vN
Mon May 20 13:46:17 +0000 2019,"@MaciekLaskus @mwilcox @HumanityDAO Exit at any time, no one has to join."
Mon May 20 13:49:51 +0000 2019,"@MaciekLaskus @mwilcox @HumanityDAO It's based on web of trust. So you follow me, sound like you're asking honest q… https://t.co/23mHW5L1c6"
Mon May 20 13:50:15 +0000 2019,@MaciekLaskus @mwilcox @HumanityDAO Right now we're using Twitter for web of trust but can use other things too.
Mon May 20 13:50:59 +0000 2019,@MaciekLaskus @mwilcox @HumanityDAO It's also less than $1 to apply and anyone can stake for you. I'd be happy to s… https://t.co/MutHO3R1NC
Mon May 20 13:51:18 +0000 2019,@MaciekLaskus @mwilcox @HumanityDAO Just need a little skin in the game to prevent Sybils and trolls
Mon May 20 13:52:00 +0000 2019,@MaciekLaskus @mwilcox @HumanityDAO You can do democracy in a smart contract. Or plutocracy (most money) or quadrat… https://t.co/hfgUyIDmrn
Mon May 20 13:52:56 +0000 2019,"@MaciekLaskus @mwilcox @HumanityDAO No worries check out humans now. Check it out in a week, a month, a year. You never have to join."
Mon May 20 13:53:35 +0000 2019,@MaciekLaskus @mwilcox @HumanityDAO You don't have to join. Try accepting as true before telling me I'm wrong.
Mon May 20 13:57:16 +0000 2019,"@MaciekLaskus @mwilcox @HumanityDAO Yea no worries, takes some thinking like Bitcoin about how the incentives work.… https://t.co/ULlbYcQaqN"
Mon May 20 17:08:49 +0000 2019,@levetrage @cyber_hokie @HumanityDAO It depends what you want. The voters will look here to decide.
Mon May 20 17:09:07 +0000 2019,@levetrage @cyber_hokie @HumanityDAO If you're trying to Sybil you'll get rejected. If not maybe I can help.
Mon May 20 17:10:13 +0000 2019,@levetrage @cyber_hokie @HumanityDAO It's not magic it's actual people reviewing your application and voting
Mon May 20 17:11:39 +0000 2019,@levetrage @cyber_hokie @HumanityDAO Yea you're in or out but do you want to be in? We're literally talking to the… https://t.co/5UKN4GOUGS
Mon May 20 17:12:47 +0000 2019,@levetrage @cyber_hokie @HumanityDAO I think most important is Twitter graph and yours is high signal so good to go.
Mon May 20 17:14:17 +0000 2019,@levetrage @cyber_hokie @HumanityDAO It's basically cypherpunks and people who get it recruiting their friends.
Mon May 20 17:14:44 +0000 2019,@levetrage @cyber_hokie @HumanityDAO Literally all you have to be is an honest node (human). Only requirement! No mean people.
Mon May 20 17:16:57 +0000 2019,@micah_warren @levetrage @cyber_hokie @HumanityDAO I just designed the PoS consensus algo. Now all the humans (node… https://t.co/1jdRmgw745
Mon May 20 17:21:45 +0000 2019,@micah_warren @levetrage @cyber_hokie @HumanityDAO Only cypherpunks understand right now so if you want me to explain the consensus I can.
Mon May 20 17:23:36 +0000 2019,@micah_warren @levetrage @cyber_hokie @HumanityDAO It's actually really simple. Announce yourself publicly (you jus… https://t.co/QHlW05v9P5
Mon May 20 17:23:55 +0000 2019,@micah_warren @levetrage @cyber_hokie @HumanityDAO If you defect you'll get booted.
Mon May 20 17:24:48 +0000 2019,@levetrage @micah_warren @cyber_hokie @HumanityDAO https://t.co/6iAqzkGHXi
Mon May 20 17:25:48 +0000 2019,@levetrage @micah_warren @cyber_hokie @HumanityDAO You get a token for cooperating. So you'd make money by selling.… https://t.co/QXUtiLsK9c
Mon May 20 17:26:00 +0000 2019,@levetrage @micah_warren @cyber_hokie @HumanityDAO So will let you decide which is more valuable.
Mon May 20 17:26:17 +0000 2019,@levetrage @micah_warren @cyber_hokie @HumanityDAO Token for joining I should say.
Mon May 20 17:29:24 +0000 2019,@levetrage @micah_warren @cyber_hokie @HumanityDAO You would sell if you don't want self-sovereign ID which is not… https://t.co/S69J2UQQMO
Mon May 20 17:29:50 +0000 2019,@levetrage @micah_warren @cyber_hokie @HumanityDAO Yea there's a AMM with limited liquidity for new applicants (troll trap).
Mon May 20 22:36:06 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir What are you guys talking about? Is @HumanityDAO PoS or not? Requires you… https://t.co/Cvs6Zc6uZ7
Mon May 20 22:36:34 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO Literally have no idea what you guys are talking about or wo… https://t.co/NmTnkTwO02
Mon May 20 22:36:34 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO Literally have no idea what you guys are talking about or wo… https://t.co/NmTnkTwO02
Mon May 20 22:37:35 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO We can use to scale ETH immediately. Stop being clowns
Mon May 20 22:38:37 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO I don’t even know if either of your ideas have contributed a… https://t.co/4UU7wypWtw
Mon May 20 22:39:48 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO Literally to get into the network you have to admire you’re… https://t.co/pI64ig5lgF
Mon May 20 22:41:14 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO Like seriously is this how Satoshi talked in the whitepaper?… https://t.co/M0Yqp0Lm2t
Mon May 20 22:42:13 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO You guys are seriously clowns if this is how you approach intellectual honesty
Mon May 20 22:42:32 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO I realized I’ve solved it. Admit it. No ego. Move on.
Mon May 20 22:43:55 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO Please stop sidestepping morons @VitalikButerin @VladZamfir
Mon May 20 22:44:45 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO Vlad that is some serious clown shit
Mon May 20 22:45:32 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO Moron liars
Mon May 20 22:47:27 +0000 2019,@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO Someone solves PoS in a smart contract and you think they’re… https://t.co/uWL0KJKowp
Mon May 20 22:47:44 +0000 2019,@scott_lew_is @VitalikButerin @VladZamfir @HumanityDAO Need them to address directly in English please
Mon May 20 22:54:01 +0000 2019,"@VitalikButerin @scott_lew_is @VladZamfir @HumanityDAO YES would suffice, either of you. Then please join and creat… https://t.co/jhwhCq4XZ6"
Mon May 20 22:55:23 +0000 2019,@scott_lew_is @VitalikButerin @VladZamfir @HumanityDAO Please join Scott important to get out of situation we’re in
Mon May 20 22:55:56 +0000 2019,"@scott_lew_is @VitalikButerin @VladZamfir @HumanityDAO Everyone signaling for god knows what reason, these two are… https://t.co/aaFpFCLmTf"
Mon May 20 22:57:19 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO You decide on humans you fucking fool
Mon May 20 22:57:32 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO That’s consensus
Mon May 20 22:58:18 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Did you read the prisoner’s dilemma outcome? Thought experim… https://t.co/zvt2Z7xQX0
Mon May 20 22:59:19 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO I hope you care about Soviet more than ego. Should be easy d… https://t.co/xGmVeaI4U9
Mon May 20 22:59:29 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Are you kidding me?
Mon May 20 22:59:49 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Look at it. Applicants is mempool humans blocks
Mon May 20 23:00:09 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO I know you want to be mysterious intellectual but you’re not. You’re a clown
Mon May 20 23:00:28 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO .@HumanityDAO eliminates clowns. Starting with you two
Mon May 20 23:01:16 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Look at the honest humans and join please. We can fix social… https://t.co/KbKETmDa79
Mon May 20 23:02:21 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Society*
Mon May 20 23:03:24 +0000 2019,@VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Admit and implement. Start today. Need Internet of truth before election. Please
Mon May 20 23:05:01 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO No. Why will no one admit its PoS?
Mon May 20 23:05:15 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Just requires you to put aside ego. Only requirement
Mon May 20 23:05:33 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO I’m smarter than these guys. Sorry they can’t acc… https://t.co/45T4laojdS
Mon May 20 23:05:48 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO No more fucking signaling and lying in society
Mon May 20 23:07:15 +0000 2019,@nanexcool @VladZamfir @VitalikButerin @scott_lew_is @HumanityDAO Everyone stop being clowns and join. Hope you can… https://t.co/WB2d5AG82Z
Mon May 20 23:07:37 +0000 2019,@VladZamfir @nanexcool @VitalikButerin @scott_lew_is @HumanityDAO That’s the point you moron
